Name,Address,Площадь,Оборот,geometry
Ноутбуки,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",1939,71168248,POINT (37.592881 55.7941287685012)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1740,79628877,POINT (37.382892 55.8442977831486)
Ноутбуки,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",1591,24993071,POINT (37.592881 55.7941287685012)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1513,92942536,POINT (37.382892 55.8442977831486)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",731,139720944,POINT (37.382892 55.8442977831486)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",802,53739618,POINT (37.382892 55.8442977831486)
Бытовая техника,"город Москва, Пятницкое шоссе, дом 18",435,88090707,POINT (37.382892 55.8442977831486)
Бытовая техника,"город Москва, Пятницкое шоссе, дом 18",875,61585090,POINT (37.382892 55.8442977831486)
Бытовая техника,"город Москва, Пятницкое шоссе, дом 18",117,70738480,POINT (37.382892 55.8442977831486)
Видеорегистраторы,"город Москва, Пятницкое шоссе, дом 18",1909,46535277,POINT (37.382892 55.8442977831486)
ASUS,"город Москва, Кировоградская улица, дом 15",1518,163944175,POINT (37.604586 55.6096477151973)
Haier,"город Москва, Кировоградская улица, дом 15",1698,151670818,POINT (37.604586 55.6096477151973)
АугустФкпстер.Ру,"город Москва, Новорязанская улица, дом 30А",827,90634428,POINT (37.667699 55.7708807617357)
Электроника,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3",1897,150863270,POINT (37.679941 55.7179217463757)
Cooltools.ru электроинструменты,"город Москва, Огородный проезд, дом 10, строение 4",2053,157526305,POINT (37.604458 55.8137057742092)
Мобильная электроника и аксессуары,"город Москва, улица Сущёвский Вал, дом 5, строение 6",1019,105291300,POINT (37.591319 55.7947487686818)
М.видео,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Первомайская улица, дом 74",1842,127852195,POINT (37.800749 55.7930427681849)
1000 каналов.ru,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Варшавское шоссе, земельный участок 132/2",1765,37347420,POINT (37.608985 55.6202597182398)
Ситилинк,"город Москва, улица Маршала Катукова, дом 18",619,140444217,POINT (37.406427 55.8067057721671)
Итальянский свет,"Российская Федерация, город Москва, внутригородская территория поселение Московский, Киевское шоссе, 23-й километр, дом 8, строение 1",2142,66152877,POINT (37.391817 55.6183477176914)
Ситилинк электронный дискаунтер,"город Москва, Ленинградский проспект, дом 80, корпус 17",2457,50206261,POINT (37.51044 55.8082327726125)
DNS,"город Москва, проспект Маршала Жукова, дом 27",1036,31879526,POINT (37.48318 55.7752097629944)
М.видео,"город Москва, Шереметьевская улица, дом 6, корпус 1",1376,140072378,POINT (37.6170177453354 55.7954289769711)
DNS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Минская улица, дом 14-А",930,5306062,POINT (37.484484 55.7391647525282)
Технопарк,"город Москва, Кировоградская улица, дом 13А",412,42014180,POINT (37.607059 55.6121327159095)
Магазин «Электроника»,"город Москва, Багратионовский проезд, дом 7, корпус 20А",2472,63250555,POINT (37.503168 55.7427547535692)
Магазин «Электротовары»,"город Москва, Багратионовский проезд, дом 7, корпус 20А",763,56703383,POINT (37.503168 55.7427547535692)
220ELECTRIC.RU,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 20-й километр, владение 4, строение 1",793,55598829,POINT (37.487362 55.609146)
Радиодетали,"город Москва, Пятницкое шоссе, дом 18",2493,96370720,POINT (37.383642 55.844324)
Светодиодная продукция,"город Москва, Пятницкое шоссе, дом 18",2274,22848926,POINT (37.383642 55.844324)
"Разъемы, шнуры, адапторы","город Москва, Пятницкое шоссе, дом 18",1893,62889058,POINT (37.383642 55.844324)
"Радиодетали, разъемы","город Москва, Пятницкое шоссе, дом 18",2354,176687486,POINT (37.383642 55.844324)
Электрооборудование,"город Москва, Пятницкое шоссе, дом 18",1903,70955831,POINT (37.383642 55.844324)
Электрика,"город Москва, Пятницкое шоссе, дом 18",100,57419198,POINT (37.383642 55.844324)
Радиодетали,"город Москва, Пятницкое шоссе, дом 18",940,98613076,POINT (37.383642 55.844324)
Светодиодная техника,"город Москва, Пятницкое шоссе, дом 18",1033,75754579,POINT (37.383642 55.844324)
Провода,"город Москва, Пятницкое шоссе, дом 18",2338,15617954,POINT (37.383798 55.8443277831574)
Расходные материалы,"город Москва, Пятницкое шоссе, дом 18",1925,102743496,POINT (37.383642 55.844324)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",2042,6317004,POINT (37.383642 55.844324)
"Радиодетали, справочная литература","город Москва, Пятницкое шоссе, дом 18",1563,53054432,POINT (37.3837368002486 55.844469687365)
Электронные компоненты,"город Москва, Пятницкое шоссе, дом 18",405,58529705,POINT (37.383642 55.844324)
Электрооборудование,"город Москва, Пятницкое шоссе, дом 18",110,26446837,POINT (37.383642 55.844324)
Микросхемы,"город Москва, Пятницкое шоссе, дом 18",1085,110025477,POINT (37.3836402 55.844324)
Микросхемы,"город Москва, Пятницкое шоссе, дом 18",2328,76693896,POINT (37.383642 55.844324)
Samsung,"город Москва, Шереметьевская улица, дом 6, корпус 1",2241,145459930,POINT (37.617064 55.7954037688727)
Smart store,"город Москва, проспект Будённого, дом 53, строение 2",1545,156418875,POINT (37.740987 55.7585137581423)
DNS,"город Москва, Бибиревская улица, дом 10, корпус 2",2126,64950408,POINT (37.602511 55.8813967940217)
Bosh,"город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 41",821,170017260,POINT (37.50385 55.6744237338138)
Mobi Tale,"город Москва, 87-й километр Московской Кольцевой Автодороги, дом 8",261,143002607,POINT (37.6224166461597 55.8958916344759)
Akma computers,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Свободный проспект, дом 33А",609,137155858,POINT (37.818333 55.7527037564556)
Электротовары,"город Москва, Таллинская улица, дом 9",1371,41457447,POINT (37.396951 55.7998457701671)
Audiomania,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 20А",890,63980830,POINT (37.524418 55.7911837676434)
"Люстры, торшеры, электрика","город Москва, Кировоградская улица, дом 13",2311,165378808,POINT (37.606306000000004 55.6134267162804)
"Люстры, торшеры, электрика","город Москва, Кировоградская улица, дом 13",19,156946566,POINT (37.606306000000004 55.6134267162804)
ALEX STORE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Сущёвский Вал, дом 5, строение 9",1221,97035822,POINT (37.593572 55.7956547689458)
Frost Post,"город Москва, Сколковское шоссе, дом 31, строение 1",2373,58813806,POINT (37.4042625479188 55.7058969708684)
DNS,"город Москва, Лухмановская улица, дом 8",1080,68173321,POINT (37.899612 55.7145027453865)
Miele,"город Москва, проспект Вернадского, дом 86А",1380,100328193,POINT (37.481034 55.6629977305221)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 20",800,110352069,POINT (37.59337 55.7939097684374)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 20",1070,70823665,POINT (37.59337 55.7939097684374)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 20",2485,27834577,POINT (37.59337 55.7939097684374)
Бытовая техника,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",2149,99601093,POINT (37.592881 55.7941287685012)
Компьютеры,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",2051,148753577,POINT (37.592881 55.7941287685012)
DNS,"город Москва, Пятницкое шоссе, дом 43",2294,128103148,POINT (37.350308 55.8571497869113)
Smart,"город Москва, Большая Черёмушкинская улица, дом 1",863,144653790,POINT (37.602305 55.6900617383243)
Цифровая и бытовая техника,"город Москва, Варшавское шоссе, дом 160",385,114218888,POINT (37.595139 55.5829727075624)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 54",2171,54426688,POINT (37.787121 55.7882657667937)
TRADE-IN,"город Москва, улица Сущёвский Вал, дом 5, строение 8",864,15629670,POINT (37.592324 55.7959417690294)
"Мобильная техника, электротовары","город Москва, улица Сущёвский Вал, дом 5, строение 8",1173,132591056,POINT (37.592324 55.7959417690294)
"Мобильная электроника, аксессуары","город Москва, улица Сущёвский Вал, дом 5, строение 8",2290,98235923,POINT (37.592324 55.7959417690294)
Мультимедийная продукция,"город Москва, улица Сущёвский Вал, дом 5, строение 8",2380,332130,POINT (37.592324 55.7959417690294)
Сантехника,"город Москва, улица Сущёвский Вал, дом 5, строение 8",1613,110108827,POINT (37.592324 55.7959417690294)
Электрика,"город Москва, улица Сущёвский Вал, дом 5, строение 8",1655,132546738,POINT (37.592324 55.7959417690294)
Мир швейных машин,"город Москва, Варшавское шоссе, дом 33, строение 12",392,105647291,POINT (37.622451 55.6913517386967)
ScreenShop,"город Москва, улица Сущёвский Вал, дом 5, строение 6",1832,128309119,POINT (37.591319 55.7947487686818)
Продажа мобильной электроники и аксессуаров,"город Москва, улица Сущёвский Вал, дом 5, строение 6",2304,125162264,POINT (37.591319 55.7947487686818)
Электроника Никс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, Новокрюковская улица, дом 7",573,138430901,POINT (37.171257 55.9807468233137)
Продажа мобильной электроники и аксессуаров,"город Москва, улица Сущёвский Вал, дом 5, строение 6",1420,147890063,POINT (37.591319 55.7947487686818)
Продажа мобильной электроники и аксессуаров,"город Москва, улица Сущёвский Вал, дом 5, строение 6",1370,65353148,POINT (37.591319 55.7947487686818)
Продажа мобильной электроники и аксессуаров,"город Москва, улица Сущёвский Вал, дом 5, строение 6",1646,37648692,POINT (37.591319 55.7947487686818)
Продажа мобильной электроники и аксессуаров,"город Москва, улица Сущёвский Вал, дом 5, строение 6",125,100770816,POINT (37.591319 55.7947487686818)
Продажа электроники и аксессуаров,"город Москва, улица Сущёвский Вал, дом 5, строение 6",274,25760130,POINT (37.591319 55.7947487686818)
М.видео,"город Москва, Смоленская площадь, дом 5",221,14618514,POINT (37.581123 55.7482277551567)
Samsung,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Рязанский проспект, дом 2, корпус 2",905,125193024,POINT (37.731008 55.7298867498397)
DYSON,"город Москва, Кутузовский проспект, дом 48",476,121058635,POINT (37.488226 55.7318957504216)
C-store,"город Москва, 7-я Кожуховская улица, дом 9",2320,67592002,POINT (37.6695979114192 55.7054919247015)
Регистраторы,"город Москва, Пятницкое шоссе, дом 18",889,138944054,POINT (37.382892 55.8442977831486)
Компьютерная техника,"город Москва, Пятницкое шоссе, дом 18",1688,128505991,POINT (37.382892 55.8442977831486)
Запчасти к бытовой технике,"город Москва, Пятницкое шоссе, дом 18",1629,72884923,POINT (37.382892 55.8442977831486)
Элементы питания,"город Москва, Пятницкое шоссе, дом 18",113,53339044,POINT (37.383642 55.844324)
Телефония и аксессуары,"город Москва, проспект Будённого, дом 53, строение 2",1581,176341356,POINT (37.740987 55.7585137581423)
Garmin,"город Москва, проспект Будённого, дом 53, строение 2",1666,10038434,POINT (37.740987 55.7585137581423)
ПАРИТЕТ 94,"город Москва, проспект Будённого, дом 53, строение 2",671,84625092,POINT (37.740987 55.7585137581423)
Магазин «Чудо Свет»,"город Москва, Мелитопольская улица, дом 1, корпус 2, строение 3",1101,109469972,POINT (37.6352176834246 55.5835093530949)
Радиодетали,"город Москва, Пятницкое шоссе, дом 18",606,104616197,POINT (37.383798 55.8443277831574)
ASUS,"город Москва, проспект Будённого, дом 53, строение 2",517,100531156,POINT (37.740987 55.7585137581423)
DELTA computers,"город Москва, Кировоградская улица, дом 15",2163,107732759,POINT (37.604586 55.6096477151973)
Коипьютерное оборудование,"город Москва, Пятницкое шоссе, дом 18",1556,52791739,POINT (37.383642 55.844324)
Компьютеры,"город Москва, Пятницкое шоссе, дом 18",1021,11661592,POINT (37.383642 55.844324)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 20",1766,125129290,POINT (37.59337 55.7939097684374)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 52, строение 5",467,79701326,POINT (37.557059 55.8958017982531)
BOHEMIA CRYSTAL,"город Москва, Нахимовский проспект, дом 24, строение 1",106,70729842,POINT (37.584985 55.6717897330547)
Магазин «Умный гипермаркет»,"город Москва, Багратионовский проезд, дом 7, корпус 20А",1211,165429816,POINT (37.503168 55.7427547535692)
Haier,"город Москва, Кутузовский проспект, дом 57",1480,105030679,POINT (37.476768 55.7278847492598)
Garmin,"город Москва, проспект Будённого, дом 53, строение 2",2478,146260086,POINT (37.740987 55.7585137581423)
Сервисный центр,"город Москва, проспект Будённого, дом 53, строение 2",114,60990222,POINT (37.740987 55.7585137581423)
220 Вольт,"город Москва, поселение Московский, Саларьевская улица, дом 16, корпус 3",787,13696875,POINT (37.408614 55.6175097174511)
Компьтерная техника EnterNote,"город Москва, проспект Будённого, дом 53, строение 2",2203,34724034,POINT (37.740987 55.7585137581423)
Компьтерная техника EnterNote,"город Москва, проспект Будённого, дом 53, строение 2",1073,134193495,POINT (37.740987 55.7585137581423)
Электро аксессуары,"город Москва, проспект Будённого, дом 53, строение 2",908,89681872,POINT (37.740987 55.7585137581423)
Электротовары,"город Москва, проспект Будённого, дом 53, строение 2",1267,34873896,POINT (37.740987 55.7585137581423)
Smart Store,"город Москва, проспект Будённого, дом 53, строение 2",2027,151960181,POINT (37.740987 55.7585137581423)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",201,24564592,POINT (37.593347 55.7968147692838)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",1500,168667450,POINT (37.593347 55.7968147692838)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",55,109272250,POINT (37.593347 55.7968147692838)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",2140,152369416,POINT (37.593347 55.7968147692838)
Электроника,"город Москва, улица Сущёвский Вал, дом 5, строение 12",2328,174654922,POINT (37.593347 55.7968147692838)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",935,117276655,POINT (37.593347 55.7968147692838)
КАРКАМ ЭЛЕКТРОНИКС,"город Москва, улица Сущёвский Вал, дом 5, строение 12",2451,165231984,POINT (37.593347 55.7968147692838)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",1240,95564271,POINT (37.593347 55.7968147692838)
Мобильная техника,"город Москва, улица Сущёвский Вал, дом 5, строение 12",734,66938464,POINT (37.593347 55.7968147692838)
Вам свет,"город Москва, Варшавское шоссе, дом 118, корпус 1",1518,94612645,POINT (37.618317 55.6314587214537)
Samsung,"город Москва, Большая Черёмушкинская улица, дом 1",951,139945481,POINT (37.602305 55.6900617383243)
Patefon,"город Москва, Новая Басманная улица, дом 9, строение 6",339,33488375,POINT (37.655529 55.7705837616493)
DNS,"город Москва, Открытое шоссе, дом 4, строение 1",1943,168840300,POINT (37.730042 55.809132772875)
Reader One,"город Москва, Чистопрудный бульвар, дом 10, строение 1",1548,118055831,POINT (37.64234 55.7622437592257)
М.видео,"город Москва, Сиреневый бульвар, дом 31",378,177085224,POINT (37.801281 55.8037927713177)
Re-store,"город Москва, Каширское шоссе, дом 61Г",842,2184601,POINT (37.714404 55.6207107183691)
Эльдорадо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, 3-я Парковая улица, дом 57",265,153854353,POINT (37.78088 55.8053837717816)
DNS,"город Москва, Новоухтомское шоссе, владение 2А",1029,165702634,POINT (37.8494593296906 55.7116558112374)
DNS,"город Москва, проспект Андропова, дом 22",1286,61689798,POINT (37.662479 55.6830997363154)
Продажа радио и видео товаров Game Shop,"город Москва, Шипиловский проезд, владение 39, корпус 3А",967,122871855,POINT (37.69776 55.6124167159909)
Samsung,"город Москва, Новоухтомское шоссе, владение 2А",1226,178917160,POINT (37.8494593296906 55.7116558112374)
Xiaomi,"город Москва, Новоухтомское шоссе, владение 2А",2451,22596828,POINT (37.8494593296906 55.7116558112374)
Re-store,"город Москва, Новоухтомское шоссе, владение 2А",2157,39532141,POINT (37.8494593296906 55.7116558112374)
Haier,"город Москва, проспект Мира, дом 211, корпус 2",1620,157789727,POINT (37.6606184115505 55.8453340585383)
ПУЛЬТ.РУ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Новинский бульвар, дом 12",522,166340623,POINT (37.584239 55.7532617566175)
Товары для электриков,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, 33-й километр Московской Кольцевой Автодороги, дом 6, строение 5",2492,149256073,POINT (37.589453 55.577687706052004)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Ясногорская улица, дом 2",1517,128586313,POINT (37.536455 55.6102037153566)
Мелик,"город Москва, Нахимовский проспект, дом 24, строение 1",873,175332210,POINT (37.584985 55.6717897330547)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 54",274,159083837,POINT (37.787121 55.7882657667937)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 54",2250,102130945,POINT (37.787121 55.7882657667937)
Пульты,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 54",1936,54403157,POINT (37.787121 55.7882657667937)
Бытовая техника,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Судостроительная улица, дом 1",1308,136081624,POINT (37.6664674816075 55.6790685766066)
Радиоэлектронные товары,"город Москва, Варшавское шоссе, владение 132/2",1746,22902484,POINT (37.608985 55.6202597182398)
Продажа электротоваров,"город Москва, Варшавское шоссе, владение 132/2",1938,49569457,POINT (37.608985 55.6202597182398)
DNS,"город Москва, улица Кадырова, дом 1",2305,60913796,POINT (37.512854 55.5374386945722)
Электротовары,"город Москва, улица Генерала Белобородова, дом 46",1664,187361,POINT (37.3552809804559 55.8233458222587)
Электротовары,"город Москва, улица Генерала Белобородова, дом 46",2454,172113214,POINT (37.3552809804559 55.8233458222587)
MAYTONI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мосфильмовская улица, дом 53",2127,126791364,POINT (37.496795 55.7041477423926)
Массажеры24.рф,"город Москва, Ярцевская улица, дом 19",1429,66448287,POINT (37.410769 55.738969752471704)
М.видео,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 3",2258,48866670,POINT (37.639925 55.730938750144404)
ЛЮСТРЫ,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 20-й километр, владение 4, строение 1",2367,75566282,POINT (37.487362 55.609146)
Samsung,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Новинский бульвар, дом 31",510,151488115,POINT (37.58264 55.7577897579321)
Re-store,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 3",839,146012117,POINT (37.639925 55.730938750144404)
Samsung,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 3",1625,43168943,POINT (37.639925 55.730938750144404)
Проводок,"город Москва, поселение Московский, МКАД, 47-й километр, владение 31, строение 1",2282,125032956,POINT (37.430715 55.6586617292739)
Электрика,"город Москва, поселение Московский, МКАД, 47-й километр, владение 31, строение 1",292,42299960,POINT (37.430715 55.6586617292739)
Lumina Deco,"город Москва, поселение Московский, МКАД, 47-й километр, владение 31, строение 1",2371,54926891,POINT (37.430715 55.6586617292739)
Эльдорадо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Дмитровское шоссе, дом 118, корпус 1",1643,114318059,POINT (37.545126 55.9057538011796)
Аксессуары,"город Москва, поселение Сосенское, Калужское шоссе, 22-й километр, дом 10",32,53013660,POINT (37.473303 55.6001267124701)
DNS,"город Москва, Ленинградский проспект, дом 36",485,113406451,POINT (37.558918 55.7907867675278)
Салон света Hokasu,"город Москва, Ленинградское шоссе, дом 80",2310,130325439,POINT (37.476276 55.847869784194)
Радиодетали,"город Москва, Пятницкое шоссе, дом 18",2026,10828910,POINT (37.383798 55.8443277831574)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",37,42466905,POINT (37.383798 55.8443277831574)
"Сетевое оборудование, модемы, роутеры","город Москва, Пятницкое шоссе, дом 18",376,2425371,POINT (37.383798 55.8443277831574)
Шоу-рум сетевого оборудования,"город Москва, Пятницкое шоссе, дом 18",1233,174509013,POINT (37.383798 55.8443277831574)
Комплектующие для гаджетов,"город Москва, Пятницкое шоссе, дом 18",2207,94463017,POINT (37.383798 55.8443277831574)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",2265,134207682,POINT (37.3837368002486 55.844469687365)
"Чехлы, запчасти к телефонам, флешки, зарядки, держатели","город Москва, Пятницкое шоссе, дом 18",2294,163502571,POINT (37.3837368002486 55.844469687365)
Автомагнитолы,"город Москва, Пятницкое шоссе, дом 18",2263,125078441,POINT (37.3837368002486 55.844469687365)
Комплектующие и ноутбуки,"город Москва, Пятницкое шоссе, дом 18",506,49674688,POINT (37.382892 55.8442977831486)
"Запчасти к бытовой технике, мобильные телефоны и аксессуары","город Москва, Пятницкое шоссе, дом 18",1560,106294467,POINT (37.382892 55.8442977831486)
Электро и бензо инструменты,"город Москва, Пятницкое шоссе, дом 18",964,104255682,POINT (37.382892 55.8442977831486)
Спектор Видео,"город Москва, Пятницкое шоссе, дом 18",1412,35632508,POINT (37.382892 55.8442977831486)
Антенны,"город Москва, Пятницкое шоссе, дом 18",478,72686967,POINT (37.382892 55.8442977831486)
"Аксессуары к сотовым, элементы питания, радиотовары","город Москва, Пятницкое шоссе, дом 18",1603,260172,POINT (37.382892 55.8442977831486)
Компьютеры,"город Москва, Пятницкое шоссе, дом 18",2168,109112856,POINT (37.382892 55.8442977831486)
Электрокомплектующие,"город Москва, Пятницкое шоссе, дом 18",1820,178912931,POINT (37.3837368002486 55.844469687365)
Телевизоры,"город Москва, Пятницкое шоссе, дом 18",1968,179607372,POINT (37.382892 55.8442977831486)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",2449,9919027,POINT (37.3837368002486 55.844469687365)
"Принтеры, картриджи, заправка","город Москва, Пятницкое шоссе, дом 18",2253,137578463,POINT (37.3837368002486 55.844469687365)
Запчасти к мобильным телефонам и ремонт,"город Москва, Пятницкое шоссе, дом 18",1030,33839984,POINT (37.3837368002486 55.844469687365)
Рации,"город Москва, Пятницкое шоссе, дом 18",931,131052288,POINT (37.3837368002486 55.844469687365)
Телевизоры и бытовая техника,"город Москва, Пятницкое шоссе, дом 18",816,165661232,POINT (37.3837368002486 55.844469687365)
Покупка-продажа радиодеталей,"город Москва, Пятницкое шоссе, дом 18",1277,122513061,POINT (37.382892 55.8442977831486)
Автомагнитолы,"город Москва, Пятницкое шоссе, дом 18",1777,159677980,POINT (37.382892 55.8442977831486)
"Телевизоры, автомагнитолы, видеорегистраторы","город Москва, Пятницкое шоссе, дом 18",407,128119742,POINT (37.3837368002486 55.844469687365)
Электротовары,"город Москва, Пятницкое шоссе, дом 18",2256,159698697,POINT (37.3837368002486 55.844469687365)
Запчасти для сотовых,"город Москва, Пятницкое шоссе, дом 18",789,39590674,POINT (37.3837368002486 55.844469687365)
Запчасти для сотовых,"город Москва, Пятницкое шоссе, дом 18",428,75197187,POINT (37.3837368002486 55.844469687365)
Батарейки и аксессуары,"город Москва, Пятницкое шоссе, дом 18",1640,115673446,POINT (37.3837368002486 55.844469687365)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1482,103754057,POINT (37.3837368002486 55.844469687365)
"Регистраторы, радары, телефоны, бытовая техника","город Москва, Пятницкое шоссе, дом 18",454,67493675,POINT (37.3837368002486 55.844469687365)
Лампочки,"город Москва, Пятницкое шоссе, дом 18",600,89796420,POINT (37.3837368002486 55.844469687365)
Зарядные устройства,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, проспект Будённого, дом 53, строение 2",1493,116382821,POINT (37.740987 55.7585137581423)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",798,91825893,POINT (37.3837368002486 55.844469687365)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",712,159773864,POINT (37.3837368002486 55.844469687365)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1240,159498340,POINT (37.3837368002486 55.844469687365)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1659,36841875,POINT (37.3837368002486 55.844469687365)
"Радиодетали, инструмент","город Москва, Пятницкое шоссе, дом 18",2010,31107007,POINT (37.3837368002486 55.844469687365)
Видеонаблюдение,"город Москва, Пятницкое шоссе, дом 18",1352,18496312,POINT (37.3837368002486 55.844469687365)
Радиостанции,"город Москва, Пятницкое шоссе, дом 18",2033,50804320,POINT (37.3837368002486 55.844469687365)
Бытовая техника,"город Москва, Коломенская улица, дом 17",1603,52745967,POINT (37.697408 55.6783187349366)
Радиаторы,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Ленинградское шоссе, дом 58, строение 7",92,109836210,POINT (37.480629 55.8423357825746)
М.видео,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 3А",23,132958460,POINT (37.397943 55.6432287248349)
Ксиоми,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 3А",2255,29587507,POINT (37.397943 55.6432287248349)
All for DJ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Спартаковская площадь, дом 16/15, строение 1",194,154904710,POINT (37.680185 55.7767297634365)
DNS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Элеваторная улица, дом 11",1466,126064336,POINT (37.657993 55.6026007131786)
Мобильные аксессуары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Варшавское шоссе, дом 160",99,137708292,POINT (37.595139 55.5829727075624)
DNS,"город Москва, Головинское шоссе, дом 5, корпус 1",328,4675003,POINT (37.4937817305075 55.8412678991197)
Магазин «Электрозон»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Барклая, земельный участок 10",2084,99655745,POINT (37.499343 55.7434047537577)
Кьюбити шоп,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 3-й Павелецкий проезд, дом 4",1607,172161049,POINT (37.645777 55.7125757448292)
DNS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Сигнальный проезд, дом 17",2005,28259511,POINT (37.59734 55.8510107851135)
DNS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Менжинского, дом 32",921,148864159,POINT (37.6666 55.8695977905598)
DNS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",2391,97536717,POINT (37.565577 55.7445977541037)
SONY,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",966,131132197,POINT (37.529895 55.7904517674302)
HUAWEI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",7,169803364,POINT (37.529895 55.7904517674302)
Re-store,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, улица Красного Маяка, дом 2Б",1657,176146829,POINT (37.606862 55.6110627156028)
Panasonic,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",1077,105310718,POINT (37.529895 55.7904517674302)
Re-store,"город Москва, Шереметьевская улица, дом 6, корпус 1",302,130857006,POINT (37.617064 55.7954037688727)
